GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
75568,347325129,3061437,134.103,1.182,33.193211,-94.587279
75569,7779189,29876,3.004,0.012,33.441822,-94.128587
75570,350200858,3433126,135.213,1.326,33.459359,-94.439042
75571,268382389,3504326,103.623,1.353,33.207019,-94.77363
75572,186727437,12888500,72.096,4.976,33.225893,-94.127695
75573,25774101,5676134,9.951,2.192,33.348136,-94.229045
75574,275171944,2884058,106.244,1.114,33.325004,-94.550659
75601,24213198,0,9.349,0.,32.508568,-94.724056
75602,126887046,4611772,48.991,1.781,32.449598,-94.666048
75603,119860752,7451815,46.278,2.877,32.40305,-94.711177
75604,121758799,964405,47.011,0.372,32.509164,-94.824416
75605,205089426,530155,79.185,0.205,32.582243,-94.725529
75630,234254998,27231211,90.446,10.514,32.867555,-94.549488
75631,303099889,3158819,117.028,1.22,32.249318,-94.45322
75633,839022620,8514959,323.948,3.288,32.138496,-94.274156
75638,229391489,7172237,88.569,2.769,33.020475,-94.729699
75639,441684708,1543472,170.535,0.596,32.293824,-94.169679
75640,219207132,4943025,84.636,1.909,32.708417,-94.683181
75641,8611046,0,3.325,0.,32.378406,-94.575782
75642,5817211,0,2.246,0.,32.371536,-94.176598
75643,176444888,6373818,68.126,2.461,32.019371,-94.361907
75644,485476994,4431534,187.444,1.711,32.791213,-94.999846
75645,375677065,4744805,145.05,1.832,32.688692,-94.871843
75647,196803061,2843679,75.986,1.098,32.514634,-94.953287
75650,321614560,6956716,124.176,2.686,32.513277,-94.548846
75651,151996006,566339,58.686,0.219,32.664407,-94.538189
75652,455086080,11199649,175.71,4.324,32.239409,-94.728328
75654,526083814,2759276,203.122,1.065,32.077773,-94.83013
75656,277475508,1220043,107.134,0.471,33.011304,-94.572161
75657,868452110,58189156,335.311,22.467,32.794973,-94.310306
75661,329925923,24302043,127.385,9.383,32.631317,-94.171261
75662,330418655,535651,127.575,0.207,32.384458,-94.870169
75667,218788495,698689,84.475,0.27,31.988175,-94.844274
75668,59017367,10300177,22.787,3.977,32.907075,-94.678637
75669,163332820,3882180,63.063,1.499,32.038799,-94.57588
75670,318474885,1162354,122.964,0.449,32.569858,-94.418658
75672,614690359,1860611,237.333,0.718,32.468303,-94.299079
75681,332565527,506206,128.404,0.195,31.925449,-94.704029
75682,7965608,0,3.076,0.,32.250339,-94.936535
75683,145957585,17695586,56.355,6.832,32.826816,-94.737224
75684,261607976,850075,101.007,0.328,32.277021,-94.937156
75686,600681979,32418730,231.925,12.517,32.965131,-94.951917
75691,240869353,18652104,93.,7.202,32.311917,-94.551752
75692,232438644,957230,89.745,0.37,32.470841,-94.118036
75693,28437720,124207,10.98,0.048,32.53378,-94.86066
75701,40709249,67192,15.718,0.026,32.321937,-95.302223
75702,35398737,124032,13.668,0.048,32.362434,-95.315262
75703,140502602,1318197,54.248,0.509,32.235097,-95.320779
75704,173733280,1729012,67.079,0.668,32.413201,-95.444258
75705,71718348,643136,27.691,0.248,32.362631,-95.086688
75706,194352367,2891089,75.04,1.116,32.469555,-95.307879
75707,133793325,10206404,51.658,3.941,32.301709,-95.177976
75708,141826259,1279112,54.759,0.494,32.418412,-95.21307
75709,53674856,1768389,20.724,0.683,32.304313,-95.390937
75750,121266180,4108278,46.821,1.586,32.26754,-95.077715
75751,417032249,10241569,161.017,3.954,32.094348,-95.906047
75752,383347876,10630830,148.011,4.105,32.251937,-95.799861
75754,321835966,5235832,124.262,2.022,32.42667,-95.667877
75755,270407674,4024720,104.405,1.554,32.641695,-95.075624
75756,177540724,843510,68.549,0.326,32.302029,-95.600894
75757,226183670,12442490,87.33,4.804,32.110453,-95.348074
75758,127882853,46384148,49.376,17.909,32.271436,-95.521442
75759,5818739,0,2.247,0.,32.035939,-95.418796
75760,337149082,332156,130.174,0.128,31.796249,-94.85434
75762,112786595,19207626,43.547,7.416,32.218341,-95.413445
75763,279176065,18957831,107.79,7.32,32.042754,-95.523388
75764,3272993,0,1.264,0.,31.895427,-95.143719
75765,264531318,8794513,102.136,3.396,32.642043,-95.234859
75766,790818907,13282492,305.337,5.128,31.944675,-95.256775
75770,312774768,8493508,120.763,3.279,32.158557,-95.643712
75771,372908859,7301686,143.981,2.819,32.537897,-95.435716
75773,461939110,13190326,178.356,5.093,32.681453,-95.447702
75778,145756031,2861912,56.277,1.105,32.300926,-95.709837
75779,2228474,9958,0.86,0.004,31.863226,-95.484612
75780,3255395,0,1.257,0.,31.99102,-95.091844
75783,315574575,22582314,121.844,8.719,32.816459,-95.424768
75784,99966856,70026,38.597,0.027,31.872135,-94.974153
75785,692779976,593545,267.484,0.229,31.775433,-95.19655
75788,8815885,0,3.404,0.,31.825939,-94.925873
75789,489288304,4344512,188.915,1.677,32.109512,-95.094194
75790,95191629,1075387,36.754,0.415,32.535169,-95.643977
75791,99801680,6806777,38.534,2.628,32.221677,-95.220676
75792,244159002,3633777,94.27,1.403,32.4761,-95.100668
75801,555834236,6456856,214.609,2.493,31.734462,-95.531204
75803,861016923,11467461,332.441,4.428,31.881777,-95.679494
75831,660839182,3481769,255.151,1.344,31.473667,-96.009365
75832,43135122,1213083,16.655,0.468,31.932016,-95.980741
75833,635015824,1161948,245.181,0.449,31.268635,-95.843907
75835,1165514196,4306019,450.008,1.663,31.284891,-95.490625
75838,181152801,682883,69.943,0.264,31.4789,-96.229757
75839,381904703,3887404,147.454,1.501,31.606693,-95.58334
75840,707904462,11515333,273.323,4.446,31.782559,-96.093621
75844,931365371,8290953,359.602,3.201,31.513801,-95.437616
75845,820387346,808565,316.753,0.312,31.087602,-95.076984
75846,377433692,16228502,145.728,6.266,31.328853,-96.152369
75847,627616760,579727,242.324,0.224,31.356209,-95.152898
75848,512380,0,0.198,0.,31.765238,-96.329928
75849,4939683,0,1.907,0.,31.417411,-95.481647
75850,184843780,369649,71.369,0.143,31.135677,-95.935045
75851,672022124,2502561,259.469,0.966,31.092367,-95.499937
75852,446228389,9745690,172.29,3.763,30.959521,-95.715509
75853,193209714,2248857,74.599,0.868,31.946873,-95.814467
75855,704585599,5706944,272.042,2.203,31.557331,-95.863641
75856,66055058,0,25.504,0.,31.188898,-95.255739
75858,1190451,0,0.46,0.,31.390774,-95.126654
75859,305680252,48532792,118.024,18.739,31.893076,-96.236904
75860,439373322,1378965,169.643,0.532,31.61135,-96.238051
75861,296637559,5179456,114.532,2.,31.851579,-95.888459
75862,639802931,53809835,247.029,20.776,30.964728,-95.325895
75901,418225317,9437748,161.478,3.644,31.301675,-94.641408
75904,368237848,4063305,142.177,1.569,31.340532,-94.826097
75925,612745777,1803235,236.582,0.696,31.614855,-95.062493
75926,304668199,639288,117.633,0.247,31.248085,-94.969099
75928,233969216,1731667,90.336,0.669,30.671395,-93.71134
75929,343408649,116362727,132.591,44.928,31.245162,-94.175514
75930,349089899,38509662,134.784,14.869,31.327534,-94.031144
75931,145092353,52700201,56.02,20.348,31.113664,-94.021385
75932,324779254,9584963,125.398,3.701,31.056147,-93.615655
75933,192592800,685364,74.36,0.265,30.553812,-93.812696
75934,19139314,276156,7.39,0.107,30.894876,-94.759085
75935,917623341,8008839,354.296,3.092,31.732513,-94.19129
75936,325244240,0,125.578,0.,30.952076,-94.579622
75937,174641667,3417013,67.43,1.319,31.465322,-94.367317
75938,481695410,13640968,185.984,5.267,30.940517,-94.35364
75939,625456738,666567,241.49,0.257,31.013779,-94.79742
75941,219675508,3627055,84.817,1.4,31.187072,-94.758803
75942,1069171,23822,0.413,0.009,30.815166,-94.430587
75943,166054628,2932644,64.114,1.132,31.658422,-94.894177
75944,102534514,54019546,39.589,20.857,31.354095,-94.38768
75946,359925721,4101134,138.968,1.583,31.819331,-94.520645
75948,635119077,177407492,245.221,68.497,31.307588,-93.784102
75949,511797861,55313143,197.606,21.357,31.229843,-94.509183
75951,1018060946,38038721,393.076,14.687,30.934425,-94.059578
75954,277530228,32645074,107.155,12.604,31.904341,-94.048094
75956,629873706,3246296,243.196,1.253,30.676367,-93.98312
75959,120515383,19837255,46.531,7.659,31.512307,-93.861732
75960,111281406,48387,42.966,0.019,30.912856,-94.865672
75961,717805442,17187295,277.146,6.636,31.558362,-94.504771
75962,687978,0,0.266,0.,31.619873,-94.64708
75964,600608398,7206774,231.896,2.783,31.631742,-94.740721
75965,191216250,1102701,73.829,0.426,31.723324,-94.628592
75966,701511367,2133520,270.855,0.824,30.827969,-93.714446
75968,190122669,3762907,73.407,1.453,31.252156,-93.954016
75969,222462600,2233274,85.893,0.862,31.445715,-94.88759
75972,934806106,4621295,360.931,1.784,31.483597,-94.131501
75973,463982529,58920710,179.145,22.749,31.711317,-93.942853
75974,271270795,864653,104.738,0.334,31.958364,-94.239838
75975,371575973,2339801,143.466,0.903,31.897138,-94.413785
75976,58838071,48478,22.718,0.019,31.527552,-94.92527
75977,473891592,320709,182.971,0.124,31.065187,-93.786673
75978,1431319,0,0.553,0.,31.509059,-94.527256
75979,753960234,12067697,291.106,4.659,30.748559,-94.38912
75980,418632976,98968450,161.635,38.212,31.138382,-94.375214
76001,26720761,9539,10.317,0.004,32.637555,-97.14793
76002,18699143,30415,7.22,0.012,32.621896,-97.093509
76006,19558169,123807,7.551,0.048,32.784931,-97.099915
76008,191985318,1092185,74.126,0.422,32.695633,-97.630059
76009,254576879,4341023,98.293,1.676,32.414937,-97.200076
76010,23078344,0,8.911,0.,32.722828,-97.080311
76011,20785479,115994,8.025,0.045,32.754272,-97.083196
76012,21158722,185093,8.169,0.071,32.75513,-97.139242
76013,23216792,1305223,8.964,0.504,32.719328,-97.155027
76014,14912982,22911,5.758,0.009,32.692105,-97.086517
76015,11095208,4383,4.284,0.002,32.692198,-97.133787
76016,22953325,2569539,8.862,0.992,32.689222,-97.18913
76017,26921226,62090,10.394,0.024,32.662513,-97.164024
76018,19839051,18438,7.66,0.007,32.664591,-97.096469
76020,170939904,13349054,66.,5.154,32.900196,-97.561179
76021,18772216,27046,7.248,0.01,32.852971,-97.130443
76022,6915499,0,2.67,0.,32.830659,-97.145163
76023,145601499,25021,56.217,0.01,33.041942,-97.597083
76028,199755567,327981,77.126,0.127,32.532677,-97.306547
76031,187784708,2366965,72.504,0.914,32.346162,-97.328078
76033,424779730,11797598,164.008,4.555,32.275189,-97.511185
76034,33821451,263739,13.059,0.102,32.891478,-97.149747
76035,174457520,198204,67.358,0.077,32.561809,-97.633657
76036,119121559,169101,45.993,0.065,32.581053,-97.419576
76039,16860908,30546,6.51,0.012,32.860285,-97.086028
76040,29464802,1094597,11.376,0.423,32.814107,-97.091323
76041,30606083,283336,11.817,0.109,32.237638,-96.84175
76043,355716113,10379755,137.343,4.008,32.208483,-97.795247
76044,261492641,1956976,100.963,0.756,32.425936,-97.539874
76048,281053161,15145509,108.515,5.848,32.422347,-97.811542
76049,261600277,18010829,101.004,6.954,32.459816,-97.706975
76050,316148632,4494793,122.066,1.735,32.280895,-97.160931
76051,95418390,11473701,36.841,4.43,32.925765,-97.071545
76052,117289576,292855,45.286,0.113,32.986137,-97.374691
76053,20725263,241521,8.002,0.093,32.8172,-97.180586
76054,9842023,9036,3.8,0.003,32.85941,-97.178636
76055,230659128,1625521,89.058,0.628,32.162541,-97.15481
76058,141042276,1085022,54.457,0.419,32.470332,-97.424179
76059,7112347,36597,2.746,0.014,32.392588,-97.32754
76060,19161178,77765,7.398,0.03,32.639649,-97.217476
76061,3909173,0,1.509,0.,32.503988,-97.188389
76063,134187007,529915,51.81,0.205,32.57074,-97.144837
76064,77355910,1067103,29.867,0.412,32.302367,-97.037219
76065,254611616,3265459,98.306,1.261,32.469436,-96.99067
76066,222921726,3637688,86.071,1.405,32.704456,-97.993148
76067,451729715,6064668,174.414,2.342,32.799741,-98.126932
76070,92847184,2764843,35.848,1.068,32.266142,-97.655142
76071,19544444,1098332,7.546,0.424,33.00087,-97.444484
76073,218076857,413378,84.2,0.16,33.098856,-97.723546
76077,18930668,734537,7.309,0.284,32.278261,-97.691539
76078,174092328,544885,67.217,0.21,33.093365,-97.462793
76082,260353665,407054,100.523,0.157,32.970044,-97.733748
76084,131588887,758154,50.807,0.293,32.426322,-97.090328
76085,165385430,533004,63.856,0.206,32.861116,-97.692165
76086,38066513,48087,14.698,0.019,32.754964,-97.791085
76087,482856476,10027970,186.432,3.872,32.682606,-97.782556
76088,410199380,2587929,158.379,0.999,32.850685,-97.902855
76092,58400395,7901877,22.549,3.051,32.959873,-97.148433
76093,95916085,764363,37.033,0.295,32.210496,-97.392571
76102,11174815,505935,4.315,0.195,32.759104,-97.329756
76103,14126194,86527,5.454,0.033,32.748947,-97.272638
76104,15180171,0,5.861,0.,32.728689,-97.31781
76105,14428860,0,5.571,0.,32.724047,-97.269432
76106,37678413,123007,14.548,0.047,32.816638,-97.359605
76107,27836200,337292,10.748,0.13,32.742058,-97.38173
76108,120935243,610042,46.693,0.236,32.787929,-97.523308
76109,21116806,26650,8.153,0.01,32.70065,-97.386965
76110,14856425,114823,5.736,0.044,32.707831,-97.338265
76111,21373337,326368,8.252,0.126,32.778499,-97.300112
76112,29351642,814111,11.333,0.314,32.747426,-97.217658
76114,23652497,149221,9.132,0.058,32.774494,-97.402276
76115,12068561,43413,4.66,0.017,32.6785,-97.330511
76116,31495029,61044,12.16,0.024,32.720723,-97.447033
76117,27943038,278616,10.789,0.108,32.803436,-97.267376
76118,19643596,387109,7.584,0.149,32.800434,-97.192762
76119,42024254,3564267,16.226,1.376,32.691147,-97.262625
76120,25306711,1166031,9.771,0.45,32.775915,-97.180963
76123,20980968,81761,8.101,0.032,32.619344,-97.393958
76126,164623822,15105605,63.562,5.832,32.635919,-97.511626
76127,5635325,41533,2.176,0.016,32.775683,-97.435321
76129,284925,0,0.11,0.,32.708639,-97.363495
76131,39099370,189028,15.096,0.073,32.881807,-97.345956
76132,18978436,62163,7.328,0.024,32.668193,-97.415905
76133,23924830,16708,9.237,0.006,32.652918,-97.379538
76134,20651536,1351,7.974,0.001,32.638585,-97.334039
76135,67286529,18681908,25.979,7.213,32.836325,-97.469908
76137,35052301,220156,13.534,0.085,32.859685,-97.291523
76140,72168056,358214,27.864,0.138,32.619935,-97.278061
76148,12076595,2743,4.663,0.001,32.868421,-97.252132
76155,8973750,0,3.465,0.,32.823993,-97.048687
76164,10195433,49850,3.936,0.019,32.7811,-97.354585
76177,37444711,231409,14.457,0.089,32.975361,-97.310486
76179,139740331,17177364,53.954,6.632,32.909919,-97.434281
76180,24406796,101022,9.424,0.039,32.840011,-97.225295
76182,22751588,1302,8.784,0.001,32.886201,-97.207731
76201,14448741,81984,5.579,0.032,33.220974,-97.146038
76205,21936314,125678,8.47,0.049,33.192632,-97.129266
76207,95305852,724923,36.798,0.28,33.22785,-97.181823
76208,70160653,17552797,27.089,6.777,33.20863,-97.055409
76209,16969752,0,6.552,0.,33.231552,-97.109871
76210,41591274,1197538,16.058,0.462,33.149467,-97.096016
76225,258158782,388850,99.676,0.15,33.374041,-97.667809
76226,123500067,1998278,47.684,0.772,33.114714,-97.173909
76227,205651807,11607843,79.403,4.482,33.273603,-96.990042
76228,479037855,3856221,184.958,1.489,33.61791,-98.062664
76230,980981851,12016770,378.759,4.64,33.520572,-97.95612
76233,163018123,5873637,62.942,2.268,33.537706,-96.906575
76234,804775706,2290427,310.726,0.884,33.276319,-97.514178
76238,68595605,64913,26.485,0.025,33.479016,-97.351845
76239,296419244,1289822,114.448,0.498,33.503014,-97.529509
76240,956977768,8142977,369.491,3.144,33.661602,-97.176369
76244,44604509,146266,17.222,0.056,32.927988,-97.283692
76245,58611187,13313640,22.63,5.14,33.830932,-96.839764
76247,186099327,764668,71.853,0.295,33.099993,-97.340499
76248,37392923,101755,14.437,0.039,32.924005,-97.225146
76249,173932140,3136295,67.156,1.211,33.278823,-97.30231
76250,22827432,0,8.814,0.,33.630166,-97.23576
76251,137301308,630273,53.012,0.243,33.631922,-97.688998
76252,479189521,1229851,185.016,0.475,33.682081,-97.382855
76253,4006037,0,1.547,0.,33.615855,-97.310834
76255,679024307,6091718,262.173,2.352,33.82471,-97.739095
76258,231156080,2936204,89.25,1.134,33.371094,-96.932335
76259,146751922,1643657,56.661,0.635,33.198704,-97.311628
76261,174910219,268690,67.533,0.104,33.793074,-97.963802
76262,117349156,2708738,45.309,1.046,33.009335,-97.22672
76263,22255462,153400,8.593,0.059,33.462023,-97.457438
76264,92343118,6254343,35.654,2.415,33.737974,-96.839543
76265,505490936,1741923,195.171,0.673,33.75668,-97.538121
76266,311415816,27787497,120.238,10.729,33.372828,-97.213259
76268,1494788,0,0.577,0.,33.627623,-96.767396
76270,261831513,780438,101.094,0.301,33.455656,-97.752881
76271,102373115,33743315,39.526,13.028,33.464625,-96.892739
76272,256212679,50023516,98.924,19.314,33.455973,-97.127134
76273,527907385,21603754,203.826,8.341,33.743893,-96.936121
76301,30149899,0,11.641,0.,33.905613,-98.47994
76302,21613209,0,8.345,0.,33.864598,-98.49111
76305,567732843,2113591,219.203,0.816,34.006193,-98.387687
76306,33974275,61486,13.118,0.024,33.944942,-98.523592
76308,23126573,3676502,8.929,1.42,33.852942,-98.54073
76309,14435532,0,5.574,0.,33.894923,-98.543742
76310,465002037,24697219,179.538,9.536,33.799085,-98.50984
76311,4286685,0,1.655,0.,33.969544,-98.509023
76351,496653758,4385866,191.759,1.693,33.558025,-98.695427
76354,203285148,250436,78.489,0.097,34.103277,-98.622462
76357,170329266,985977,65.765,0.381,34.082363,-98.184965
76360,736048930,6180003,284.19,2.386,33.963477,-98.961142
76363,158771201,35526,61.302,0.014,33.475952,-99.551825
76364,177180266,419459,68.41,0.162,34.032012,-98.995325
76365,1380257267,40204777,532.92,15.523,33.75849,-98.202251
76366,611972128,17264327,236.284,6.666,33.723849,-98.783672
76367,513899667,8237565,198.418,3.181,33.9732,-98.720985
76370,277233576,11093806,107.04,4.283,33.527396,-98.884782
76371,271211089,101904,104.715,0.039,33.484962,-99.642707
76372,700815047,5400556,270.586,2.085,33.250203,-98.925556
76373,75312084,60195,29.078,0.023,34.131724,-99.106566
76374,730993680,7731494,282.238,2.985,33.358656,-98.740056
76377,78722282,640399,30.395,0.247,34.008318,-98.258589
76379,112421766,7568766,43.406,2.922,33.668239,-98.489118
76380,2464434280,87058477,951.523,33.613,33.621035,-99.243769
76384,1233650348,5204006,476.315,2.009,34.160505,-99.34314
76388,264138477,165026,101.984,0.064,33.322836,-99.642126
76389,515270156,10153514,198.947,3.92,33.513003,-98.457295
76401,1067935483,7293936,412.332,2.816,32.282237,-98.196721
76402,230631,0,0.089,0.,32.216326,-98.217165
76424,1333963989,60793990,515.046,23.473,32.801213,-98.88698
76426,340755807,38868004,131.567,15.007,33.166041,-97.845101
76427,146451197,1605195,56.545,0.62,33.158189,-98.377664
76429,275963369,7671822,106.55,2.962,32.759373,-98.666449
76430,931330531,2590440,359.589,1.,32.790132,-99.241839
76431,307533436,3316862,118.739,1.281,33.318616,-97.856392
76432,247481763,517700,95.553,0.2,31.842565,-98.805134
76433,311307620,1045431,120.197,0.404,32.315739,-98.022849
76435,188279688,463052,72.695,0.179,32.242637,-98.85714
76436,117092816,31784,45.21,0.012,31.863019,-98.2281
76437,1048818637,2910161,404.951,1.124,32.403542,-99.038804
76442,1156845368,15495069,446.661,5.983,31.890896,-98.613096
76443,366382569,1041552,141.461,0.402,32.13383,-99.213349
76444,375832073,3560714,145.11,1.375,32.123666,-98.577422
76445,175685071,404358,67.832,0.156,32.302818,-98.552383
76446,1086271866,10295405,419.412,3.975,32.07458,-98.349791
76448,326834965,8287547,126.192,3.2,32.398455,-98.797824
76449,536509960,41281425,207.148,15.939,32.901592,-98.315542
76450,1195490304,39395304,461.581,15.211,33.057759,-98.622222
76452,23124262,34476,8.928,0.013,31.747542,-98.364392
76453,336933806,10267748,130.091,3.964,32.584194,-98.335694
76454,355174001,553874,137.133,0.214,32.21185,-98.735794
76455,234231450,21289,90.437,0.008,31.813332,-98.384478
76457,820447491,3024944,316.777,1.168,31.944662,-98.027972
76458,1461590556,14971286,564.323,5.78,33.219589,-98.188154
76459,58207288,279774,22.474,0.108,33.276351,-98.382351
76460,242813436,1336619,93.751,0.516,33.306476,-98.500269
76462,434360236,2287876,167.707,0.883,32.527015,-98.008849
76463,196486467,1577372,75.864,0.609,32.455408,-98.418168
76464,481321100,447538,185.839,0.173,32.556004,-99.164736
76466,15694192,0,6.06,0.,32.433309,-98.73742
76469,37017732,463346,14.293,0.179,32.340927,-99.198503
76470,740096017,1530484,285.753,0.591,32.495875,-98.66402
76471,453752144,841846,175.195,0.325,32.116953,-98.98514
76472,261323423,2674256,100.898,1.033,32.600503,-98.17276
76474,93043653,202047,35.924,0.078,31.976523,-98.793857
76475,613481900,6584198,236.867,2.542,32.673266,-98.485899
76476,266040440,4272335,102.719,1.65,32.362649,-97.924354
76481,160167407,2491549,61.841,0.962,32.99042,-98.74549
76483,1646654011,5417172,635.777,2.092,33.195202,-99.268024
76484,275454135,3981681,106.353,1.537,32.764096,-98.276879
76486,267514480,2572019,103.288,0.993,33.014639,-98.05319
76487,232161639,685413,89.638,0.265,32.972482,-97.904879
76490,1924866,0,0.743,0.,32.945471,-98.018901
76491,327794337,791440,126.562,0.306,33.036872,-99.048807
76501,302543278,2020870,116.813,0.78,31.075303,-97.252433
76502,163021355,6488015,62.943,2.505,31.104022,-97.412045
76504,70042883,375660,27.044,0.145,31.137886,-97.373653
76508,149412,0,0.058,0.,31.077568,-97.364064
76511,203063846,1122766,78.403,0.434,30.802086,-97.424363
76513,272943531,33082587,105.384,12.773,31.051469,-97.500003
76518,301767675,966432,116.513,0.373,30.852653,-97.148898
76519,132421762,557047,51.128,0.215,31.030335,-97.19249
76520,780281648,2661259,301.268,1.028,30.891129,-96.907601
76522,297509144,65087,114.869,0.025,31.219045,-97.968224
76523,1570856,28902,0.607,0.011,30.789254,-97.291628
76524,174111281,1068021,67.225,0.412,31.268644,-97.202495
76525,497566278,170218,192.111,0.066,31.499723,-98.13064
76527,332470549,1088225,128.368,0.42,30.841795,-97.809699
76528,1304875330,18349770,503.815,7.085,31.417316,-97.755931
76530,241945146,13272951,93.416,5.125,30.710857,-97.413885
76531,987926490,638064,381.441,0.246,31.686812,-98.18703
76534,228990295,2037989,88.414,0.787,30.884371,-97.378453
76537,139260709,523639,53.769,0.202,30.817401,-97.6029
76538,388618820,181748,150.047,0.07,31.628871,-97.922097
76539,355872640,681569,137.403,0.263,31.095582,-98.027458
76541,12239889,26524,4.726,0.01,31.112884,-97.729602
76542,208255300,2778825,80.408,1.073,31.010373,-97.741513
76543,125709148,893498,48.537,0.345,31.149188,-97.633113
76544,79416126,173252,30.663,0.067,31.143642,-97.761047
76548,40167068,4173240,15.509,1.611,31.050856,-97.644625
76549,198807029,1198994,76.76,0.463,31.017077,-97.833092
76550,1376738934,4808764,531.562,1.857,31.102435,-98.259438
76554,20650493,235744,7.973,0.091,30.967883,-97.376957
76556,255619033,781717,98.695,0.302,30.700413,-96.830663
76557,352940364,16303154,136.271,6.295,31.285086,-97.390061
76559,17389573,249722,6.714,0.096,31.075955,-97.604369
76561,117306049,2288109,45.292,0.883,31.409504,-97.531155
76565,72665770,0,28.056,0.,31.643709,-98.351
76566,141317770,52301,54.563,0.02,31.557261,-98.088697
76567,501196723,2600645,193.513,1.004,30.649554,-97.006117
76569,211128359,2397527,81.517,0.926,30.940186,-97.226979
76570,465741651,3757067,179.824,1.451,31.082267,-96.953514
76571,306091439,11796286,118.183,4.555,30.925739,-97.59865
76573,2314873,0,0.894,0.,30.818633,-97.502485
76574,368793647,8384387,142.392,3.237,30.579327,-97.388622
76577,391452044,3403234,151.14,1.314,30.627232,-97.17025
76578,194365752,2510350,75.045,0.969,30.535409,-97.23717
76579,148242544,1320230,57.237,0.51,31.195905,-97.265253
76596,781890,10812,0.302,0.004,31.476843,-97.728445
76597,1249212,0,0.482,0.,31.486427,-97.706842
76598,99873,0,0.039,0.,31.47532,-97.735455
76599,1273774,0,0.492,0.,31.467872,-97.735181
76621,188276608,1058356,72.694,0.409,31.881728,-97.08541
76622,136535041,1610075,52.716,0.622,31.816191,-97.243292
76623,13132338,69989,5.07,0.027,32.211123,-96.752827
76624,166395702,1931922,64.246,0.746,31.661047,-96.955129
76626,105937552,1059926,40.903,0.409,32.122997,-96.723082
76627,229345815,4840481,88.551,1.869,32.108512,-97.395815
76628,24011571,109724,9.271,0.042,32.030464,-96.94885
76629,366599302,5031342,141.545,1.943,31.14975,-96.651785
76630,37341023,273889,14.417,0.106,31.340795,-97.21101
76631,105912002,737313,40.893,0.285,31.975524,-96.977168
76632,155578762,1844195,60.069,0.712,31.30653,-97.065653
76633,125027598,1690776,48.273,0.653,31.695095,-97.328822
76634,732655189,12863528,282.88,4.967,31.817062,-97.546568
76635,273343074,4468906,105.538,1.725,31.71629,-96.661428
76636,112330495,933887,43.371,0.361,32.170752,-97.291476
76637,102212054,396158,39.464,0.153,31.769065,-97.804444
76638,214099288,445808,82.664,0.172,31.549983,-97.442651
76639,237923730,6662988,91.863,2.573,31.866953,-96.655804
76640,73620746,891587,28.425,0.344,31.696619,-97.073707
76641,194432142,8624181,75.071,3.33,32.038687,-96.807932
76642,661691564,36155932,255.481,13.96,31.503056,-96.520013
76643,20782311,44139,8.024,0.017,31.453501,-97.195339
76645,433723186,10077291,167.461,3.891,32.022463,-97.13336
76648,267072687,8000347,103.117,3.089,31.8486,-96.807359
76649,358461640,3713322,138.403,1.434,32.001589,-97.882698
76650,27013534,151658,10.43,0.059,31.980079,-96.863626
76651,267517313,2756123,103.289,1.064,32.17771,-96.851184
76652,225632514,5935755,87.117,2.292,32.117538,-97.575601
76653,384230227,6324740,148.352,2.442,31.299588,-96.608952
76654,1662778,13740,0.642,0.005,31.733766,-97.009725
76655,197742692,1137215,76.349,0.439,31.401145,-97.183101
76656,299758955,2674152,115.738,1.032,31.185096,-97.043667
76657,275294850,234685,106.292,0.091,31.446184,-97.380488
76660,92002181,819068,35.522,0.316,31.924604,-96.904503
76661,415741798,6664430,160.519,2.573,31.318386,-96.846019
76664,349764911,3090730,135.045,1.193,31.560686,-96.802657
76665,411999772,3980928,159.074,1.537,31.916215,-97.710123
76666,42418420,472635,16.378,0.182,32.043976,-96.91458
76667,372974339,8012287,144.006,3.094,31.651982,-96.468387
76670,181140292,1844111,69.939,0.712,32.136018,-96.988963
76671,206178902,19048324,79.606,7.355,31.988449,-97.531227
76673,239093313,3049180,92.314,1.177,31.751025,-96.891756
76676,55577860,303209,21.459,0.117,31.863748,-96.951488
76678,97539219,727847,37.66,0.281,31.661096,-96.760043
76679,197536442,4968168,76.269,1.918,31.927546,-96.579359
76680,144181842,1638514,55.669,0.633,31.202131,-96.814363
76681,189165668,16034287,73.037,6.191,31.893446,-96.433731
76682,293765478,5274419,113.423,2.036,31.45345,-96.913489
76685,34854016,1205886,13.457,0.466,31.353546,-97.01374
76686,29295390,409012,11.311,0.158,31.767574,-96.559327
76687,343542875,14553726,132.643,5.619,31.372916,-96.495028
76689,595359511,2489409,229.87,0.961,31.662159,-97.506079
76690,210324862,2464307,81.207,0.951,32.083642,-97.736491
76691,258330022,1230702,99.742,0.475,31.769854,-97.098169
76692,317562109,40569441,122.611,15.664,31.959701,-97.330421
76693,200191813,545633,77.294,0.211,31.787657,-96.395087
76701,2949729,46452,1.139,0.018,31.552011,-97.1382
76704,13401444,441565,5.174,0.17,31.574722,-97.127134
76705,296035393,10839612,114.3,4.185,31.620914,-97.098526
76706,183591327,3754865,70.885,1.45,31.475671,-97.083854
76707,8451864,70928,3.263,0.027,31.553876,-97.159082
76708,120532121,10437621,46.538,4.03,31.627123,-97.215893
76710,24629946,5141638,9.51,1.985,31.539723,-97.195009
76711,10223861,26490,3.947,0.01,31.513756,-97.152983
